query_id,query,expected_item_id,relevant_item_ids,candidate_item_ids,system_acceptance,system_acceptance_reason,system_top1_score,filename,split,category,query_type,generation_method,evidence,evidence_document_frequency,ambiguity_flags,review_status,usable_for_formal_metrics,human_judgment,human_query_revision,human_notes,diagnostic_priority_score,diagnostic_review_reasons,relevant_group_size,source_query_ids_for_group
rq100_071,哪张幻灯片或海报中出现“PHILIP MORRIS AGREES TO SETTLEMENT”和“employees and our customers.”？,user_b6d5e7fe2b5c,user_b6d5e7fe2b5c,,,,,balanced_ppt_poster_slide_025.jpg,validation,ppt_poster_slide,slide_semantic,distinctive_safe_ocr_evidence,PHILIP MORRIS AGREES TO SETTLEMENT | employees and our customers.,1,human_confirmation_required,待人工审核,False,,,,7.9808,auto_generated,1,rq100_071
rq100_072,哪张幻灯片或海报中出现“UTAH STATE ATTORNEY GENERAL”和“CONTACT: Dolly Colby”？,user_cf749d4ef6df,user_cf749d4ef6df,,,,,balanced_ppt_poster_slide_080.jpg,validation,ppt_poster_slide,slide_semantic,distinctive_safe_ocr_evidence,UTAH STATE ATTORNEY GENERAL | CONTACT: Dolly Colby,1,human_confirmation_required,待人工审核,False,,,,7.9757,auto_generated,1,rq100_072
rq100_073,哪张软件、网页或代码截图中出现“Use default native compilers”和“Specify native compilers”？,user_044b6170f68c,user_044b6170f68c,,,,,software_web_code_020.jpg,validation,software_web_code,interface_semantic,distinctive_safe_ocr_evidence,Use default native compilers | Specify native compilers,1,human_confirmation_required,待人工审核,False,,,,7.963,auto_generated,1,rq100_073
rq100_074,哪张软件、网页或代码截图中出现“Search Filename”和“Polygon Labels”？,user_303f31c961ec,user_303f31c961ec,,,,,software_web_code_012.jpg,validation,software_web_code,interface_semantic,distinctive_safe_ocr_evidence,Search Filename | Polygon Labels,1,human_confirmation_required,待人工审核,False,,,,7.9881,auto_generated,1,rq100_074
rq100_075,哪张场景照片中出现“惠图仿石艺术漆”和“品质浇筑美好”？,user_a882621495a7,user_a882621495a7,,,,,scene_text_022.jpg,validation,scene_text,scene_text,distinctive_safe_ocr_evidence,惠图仿石艺术漆 | 品质浇筑美好,1,human_confirmation_required,待人工审核,False,,,,8.9947,auto_generated,1,rq100_075
rq100_076,哪张场景照片中出现“货车限行，港前大道（芦湾”和“上货车、牵引车及危化品”？,user_cbb353366938,user_cbb353366938,,,,,scene_text_025.jpg,validation,scene_text,scene_text,distinctive_safe_ocr_evidence,货车限行，港前大道（芦湾 | 上货车、牵引车及危化品,1,human_confirmation_required,待人工审核,False,,,,8.9746,auto_generated,1,rq100_076
rq100_077,查找一张展示“China. Wellcome V0037001”的自然图像。,user_cdcbab720b99,user_cdcbab720b99,,,,,natural_no_text_014.jpg,validation,natural_no_text,visual_only,public_source_visual_description,China. Wellcome V0037001,1,human_confirmation_required,待人工审核,False,,,,5.0,"visual_description,auto_generated",1,rq100_077
rq100_078,查找一张展示“Farmers of forty centuries Landscape at Samshui”的自然图像。,user_90f6a4db8e23,user_90f6a4db8e23,,,,,natural_no_text_018.jpg,validation,natural_no_text,visual_only,public_source_visual_description,Farmers of forty centuries Landscape at Samshui,1,human_confirmation_required,待人工审核,False,,,,5.0,"visual_description,auto_generated",1,rq100_078
rq100_079,查找红色双层公交车穿过雨夜霓虹街道的照片。,,,user_962b628e51e7;user_da2359a343cf;user_3a2358db0127,True,首位候选原始证据：文本 0.482/0.500，视觉 0.213/0.450，关键词 16.740/4.000。,0.988128,,validation,open_set_no_answer,no_answer,human_designed_absent_combination,,0,open_set_requires_confirmation,待人工审核,False,,,,10.0,no_answer,0,rq100_079
rq100_080,哪份表格记录火星探测器每日能源消耗和通信时延？,,,user_a2829a9ff409;user_14520fde203e;user_6b610054776c,True,首位候选原始证据：文本 0.441/0.500，视觉 0.230/0.450，关键词 25.398/4.000。,1.166785,,validation,open_set_no_answer,no_answer,human_designed_absent_combination,,0,open_set_requires_confirmation,待人工审核,False,,,,10.0,no_answer,0,rq100_080
rq100_081,"哪份普通文档中提到了“From:Carpenter, Michael”和“-Original Message”？",user_66873c4d3b71,user_66873c4d3b71,,,,,balanced_clear_document_042.jpg,test,general_text_document,text_explicit,distinctive_safe_ocr_evidence,"From:Carpenter, Michael | -Original Message",1,human_confirmation_required,待人工审核,False,,,,7.9731,auto_generated,1,rq100_081
rq100_082,"哪份普通文档中提到了“101 California Street, Suite 2200”和“Madelyn J. Chaber”？",user_13288def84ca,user_13288def84ca;user_1986baa721d9;user_54809414122f;user_6e85a67b638b,,,,,degraded_document_010.jpg,test,general_text_document,text_explicit,distinctive_safe_ocr_evidence,"101 California Street, Suite 2200 | Madelyn J. Chaber",1,human_confirmation_required,待人工审核,False,,,,7.9749,auto_generated,4,rq100_082
rq100_083,哪份普通文档中提到了“deal in the Hoosier state.”和“opposition to FDA.”？,user_ec2c3dc7483f,user_ec2c3dc7483f,,,,,balanced_clear_document_099.jpg,test,general_text_document,text_explicit,distinctive_safe_ocr_evidence,deal in the Hoosier state. | opposition to FDA.,1,human_confirmation_required,待人工审核,False,,,,7.9731,auto_generated,1,rq100_083
rq100_084,"哪份学术或技术文档中提到了“X6D3BGU,X6D3BGV,andX6D3BGW”和“Siege social: Zaventem, Belgique”？",user_bf7fd2b8462d,user_bf7fd2b8462d,,,,,balanced_complex_academic_112.jpg,test,complex_academic,academic_semantic,distinctive_safe_ocr_evidence,"X6D3BGU,X6D3BGV,andX6D3BGW | Siege social: Zaventem, Belgique",1,human_confirmation_required,待人工审核,False,,,,7.9758,auto_generated,1,rq100_084
rq100_085,哪份学术或技术文档中提到了“算的节能模型和方法进行攻关，为实际应用提供坚实的理论基础”和“CHINESE JOURNAL OF COMPUTERS”？,user_14520fde203e,user_14520fde203e;user_250c9ba132a1,,,,,complex_academic_001.jpg,test,complex_academic,academic_semantic,distinctive_safe_ocr_evidence,算的节能模型和方法进行攻关，为实际应用提供坚实的理论基础 | CHINESE JOURNAL OF COMPUTERS,1,human_confirmation_required,待人工审核,False,,,,7.9827,auto_generated,2,rq100_085
rq100_086,哪份学术或技术文档中提到了“age of RASS was 1.5 hours.”和“Smoke Generation”？,user_4e286611bf6d,user_4e286611bf6d,,,,,balanced_complex_academic_149.jpg,test,complex_academic,academic_semantic,distinctive_safe_ocr_evidence,age of RASS was 1.5 hours. | Smoke Generation,1,human_confirmation_required,待人工审核,False,,,,7.9757,auto_generated,1,rq100_086
rq100_087,哪张表格、表单或票据中包含“210与港、澳、台商合资经营企”和“3660汽车零部件及配件制造”？,user_17cd2194f4a6,user_17cd2194f4a6,,,,,expansion_table_form_ticket_046.jpg,test,table_form_ticket,table_field,distinctive_safe_ocr_evidence,210与港、澳、台商合资经营企 | 3660汽车零部件及配件制造,1,human_confirmation_required,待人工审核,False,,,,7.9973,auto_generated,1,rq100_087
rq100_088,哪张表格、表单或票据中包含“确认时间2019年4月3日”和“THZJ/JL/01/02”？,user_759c2ca017d2,user_0b51961e51c5;user_759c2ca017d2,,,,,clear_document_007.jpg,test,table_form_ticket,table_field,distinctive_safe_ocr_evidence,确认时间2019年4月3日 | THZJ/JL/01/02,1,human_confirmation_required,待人工审核,False,,,,7.9995,auto_generated,2,rq100_088
rq100_089,哪张表格、表单或票据中包含“初中学业水平考试成绩与综合素质评价”和“-来源网络，仅供个人学习参考”？,user_774d6270ed3d,user_774d6270ed3d,,,,,expansion_table_form_ticket_030.jpg,test,table_form_ticket,table_field,distinctive_safe_ocr_evidence,初中学业水平考试成绩与综合素质评价 | -来源网络，仅供个人学习参考,1,human_confirmation_required,待人工审核,False,,,,7.9973,auto_generated,1,rq100_089
rq100_090,哪张表格、表单或票据中包含“1.大学寒暑期补习班英语兼职教师，带领过小学四五六年级英语课”和“2013年9月曾去英国伦敦大学进修了为期1年的交”？,user_78b6a8d9f935,user_3c7477132d1f;user_78b6a8d9f935,,,,,expansion_clear_document_014.jpg,test,table_form_ticket,table_field,distinctive_safe_ocr_evidence,1.大学寒暑期补习班英语兼职教师，带领过小学四五六年级英语课 | 2013年9月曾去英国伦敦大学进修了为期1年的交,1,human_confirmation_required,待人工审核,False,,,,7.9968,auto_generated,2,rq100_090
rq100_091,"哪张幻灯片或海报中出现“THURSDAY, SEPTEMBER 24,1992”和“BRENNAN DAWSON”？",user_9baf2d1c70e9,user_9baf2d1c70e9,,,,,balanced_ppt_poster_slide_092.jpg,test,ppt_poster_slide,slide_semantic,distinctive_safe_ocr_evidence,"THURSDAY, SEPTEMBER 24,1992 | BRENNAN DAWSON",1,human_confirmation_required,待人工审核,False,,,,7.975,auto_generated,1,rq100_091
rq100_092,哪张幻灯片或海报中出现“2016韩版白鞋”和“轻松百搭时尚魅力”？,user_7c5713aa72db,user_7c5713aa72db;user_9de0f75be211,,,,,software_web_code_003.jpg,test,ppt_poster_slide,slide_semantic,distinctive_safe_ocr_evidence,2016韩版白鞋 | 轻松百搭时尚魅力,1,human_confirmation_required,待人工审核,False,,,,7.9948,auto_generated,2,rq100_092
rq100_093,哪张软件、网页或代码截图中出现“Where to build the binaries”和“Browse Build. ..”？,user_df78b7252abc,user_df78b7252abc,,,,,software_web_code_019.jpg,test,software_web_code,interface_semantic,distinctive_safe_ocr_evidence,Where to build the binaries | Browse Build. ..,1,human_confirmation_required,待人工审核,False,,,,7.9498,auto_generated,1,rq100_093
rq100_094,哪张软件、网页或代码截图中出现“Use default label”和“Verify Image”？,user_1ca11174df6f,user_1ca11174df6f,,,,,software_web_code_013.jpg,test,software_web_code,interface_semantic,distinctive_safe_ocr_evidence,Use default label | Verify Image,1,human_confirmation_required,待人工审核,False,,,,7.9808,auto_generated,1,rq100_094
rq100_095,哪张场景照片中出现“喝东鹏特饮”和“板桥前所”？,user_fe64ffce3f89,user_fe64ffce3f89,,,,,scene_text_020.jpg,test,scene_text,scene_text,distinctive_safe_ocr_evidence,喝东鹏特饮 | 板桥前所,1,human_confirmation_required,待人工审核,False,,,,8.9987,auto_generated,1,rq100_095
rq100_096,哪张场景照片中出现“延东隧道”和“虹桥机场”？,user_962b628e51e7,user_86ae1c6b4018;user_962b628e51e7,,,,,scene_text_009.jpg,test,scene_text,scene_text,distinctive_safe_ocr_evidence,延东隧道 | 虹桥机场,1,human_confirmation_required,待人工审核,False,,,,8.9986,auto_generated,2,rq100_096
rq100_097,查找一张展示“A Corner of Hongqiao Park”的自然图像。,user_3e29c3ca5f11,user_3e29c3ca5f11,,,,,natural_no_text_012.jpg,test,natural_no_text,visual_only,public_source_visual_description,A Corner of Hongqiao Park,1,human_confirmation_required,待人工审核,False,,,,5.0,"visual_description,auto_generated",1,rq100_097
rq100_098,查找一张展示“Badaling landscape from Great Wall”的自然图像。,user_874c4a6d4726,user_874c4a6d4726,,,,,natural_no_text_013.jpg,test,natural_no_text,visual_only,public_source_visual_description,Badaling landscape from Great Wall,1,human_confirmation_required,待人工审核,False,,,,5.0,"visual_description,auto_generated",1,rq100_098
rq100_099,查找钢琴旁摆放手写乐谱和小提琴的室内照片。,,,user_2f99ada9f8d0;user_5dc36a30d3a0;user_235a942ec5f5,True,首位候选原始证据：文本 0.435/0.500，视觉 0.150/0.450，关键词 21.612/4.000。,1.066254,,test,open_set_no_answer,no_answer,human_designed_absent_combination,,0,open_set_requires_confirmation,待人工审核,False,,,,10.0,no_answer,0,rq100_099
rq100_100,哪张技术图片展示显微镜下进行电路板焊接？,,,user_2022a42a27de;user_250c9ba132a1;user_ea2d6cda81f5,True,首位候选原始证据：文本 0.385/0.500，视觉 0.289/0.450，关键词 25.433/4.000。,1.184506,,test,open_set_no_answer,no_answer,human_designed_absent_combination,,0,open_set_requires_confirmation,待人工审核,False,,,,10.0,no_answer,0,rq100_100
